city,district,wealth_level,count,wkt
جدة,الحمراء,Middle,838,"POLYGON ((39.176889 21.541397, 39.179427 21.529401, 39.164026 21.523188, 39.165429 21.519844, 39.166515 21.515658, 39.161392 21.513791, 39.160084 21.511632, 39.159695 21.511956, 39.159256 21.512057, 39.159015 21.512338, 39.159111 21.512131, 39.158938 21.51233, 39.158675 21.512165, 39.15839 21.512363, 39.157071 21.511499, 39.158077 21.510067, 39.158339 21.509944, 39.158478 21.509528, 39.158313 21.509422, 39.158114 21.50957, 39.157882 21.508846, 39.157461 21.508894, 39.156837 21.509282, 39.156688 21.509697, 39.156876 21.510143, 39.156678 21.510406, 39.155654 21.509995, 39.15519 21.510097, 39.155066 21.51042, 39.155288 21.510991, 39.155296 21.511568, 39.154106 21.513431, 39.153293 21.515534, 39.153283 21.516525, 39.152585 21.517815, 39.152608 21.518392, 39.152183 21.519022, 39.151304 21.5211, 39.15015 21.521889, 39.149695 21.52236, 39.149676 21.522661, 39.150151 21.523228, 39.150468 21.524329, 39.151068 21.525113, 39.151592 21.525517, 39.15166 21.525756, 39.152665 21.526444, 39.155583 21.528992, 39.156376 21.530176, 39.15798 21.530176, 39.156488 21.530407, 39.157083 21.531137, 39.157211 21.532199, 39.156437 21.533454, 39.156116 21.53373, 39.156137 21.533978, 39.156378 21.533962, 39.156229 21.534397, 39.157119 21.534968, 39.168462 21.539619, 39.16987 21.54037, 39.176802 21.541771, 39.176889 21.541397))"
جدة,الحمراء,Upper Middle,885,"POLYGON ((39.176889 21.541397, 39.179427 21.529401, 39.164026 21.523188, 39.165429 21.519844, 39.166515 21.515658, 39.161392 21.513791, 39.160084 21.511632, 39.159695 21.511956, 39.159256 21.512057, 39.159015 21.512338, 39.159111 21.512131, 39.158938 21.51233, 39.158675 21.512165, 39.15839 21.512363, 39.157071 21.511499, 39.158077 21.510067, 39.158339 21.509944, 39.158478 21.509528, 39.158313 21.509422, 39.158114 21.50957, 39.157882 21.508846, 39.157461 21.508894, 39.156837 21.509282, 39.156688 21.509697, 39.156876 21.510143, 39.156678 21.510406, 39.155654 21.509995, 39.15519 21.510097, 39.155066 21.51042, 39.155288 21.510991, 39.155296 21.511568, 39.154106 21.513431, 39.153293 21.515534, 39.153283 21.516525, 39.152585 21.517815, 39.152608 21.518392, 39.152183 21.519022, 39.151304 21.5211, 39.15015 21.521889, 39.149695 21.52236, 39.149676 21.522661, 39.150151 21.523228, 39.150468 21.524329, 39.151068 21.525113, 39.151592 21.525517, 39.15166 21.525756, 39.152665 21.526444, 39.155583 21.528992, 39.156376 21.530176, 39.15798 21.530176, 39.156488 21.530407, 39.157083 21.531137, 39.157211 21.532199, 39.156437 21.533454, 39.156116 21.53373, 39.156137 21.533978, 39.156378 21.533962, 39.156229 21.534397, 39.157119 21.534968, 39.168462 21.539619, 39.16987 21.54037, 39.176802 21.541771, 39.176889 21.541397))"
جدة,الشاطئ,Rich,817,"POLYGON ((39.113919 21.545296, 39.113607 21.545745, 39.113339 21.54491, 39.112874 21.54452, 39.111437 21.544437, 39.111101 21.544694, 39.111141 21.544985, 39.111436 21.545128, 39.1113 21.545869, 39.111639 21.546815, 39.112284 21.547872, 39.112658 21.54793, 39.112532 21.548017, 39.11277 21.548178, 39.11277 21.548822, 39.113596 21.550607, 39.113647 21.551, 39.112966 21.551135, 39.113219 21.552066, 39.113101 21.552955, 39.112975 21.553305, 39.112767 21.553272, 39.112537 21.553598, 39.112705 21.553794, 39.112566 21.553782, 39.112562 21.553947, 39.113224 21.554342, 39.11324 21.554752, 39.112773 21.554821, 39.112484 21.55511, 39.11273 21.555315, 39.113957 21.555229, 39.114067 21.555591, 39.113476 21.555654, 39.112885 21.5564, 39.112473 21.556295, 39.112589 21.555713, 39.112398 21.555688, 39.112147 21.556356, 39.11278 21.556851, 39.112651 21.557604, 39.112171 21.557514, 39.111489 21.557679, 39.110959 21.559191, 39.11045 21.562964, 39.11041 21.563656, 39.110629 21.564133, 39.110525 21.564435, 39.110361 21.564484, 39.110525 21.565072, 39.110495 21.565859, 39.109293 21.569545, 39.10924 21.570168, 39.108746 21.571344, 39.108913 21.572034, 39.108686 21.572989, 39.10891 21.573118, 39.108807 21.573602, 39.109065 21.573923, 39.109219 21.576124, 39.108762 21.57686, 39.108929 21.577552, 39.108613 21.578684, 39.108834 21.578992, 39.108847 21.58029, 39.108299 21.582748, 39.10795 21.585546, 39.107443 21.586713, 39.107244 21.587675, 39.107072 21.58784, 39.106235 21.587764, 39.106374 21.587058, 39.107029 21.585853, 39.107408 21.584583, 39.108253 21.578046, 39.108199 21.577465, 39.107848 21.5775, 39.10771 21.577717, 39.107665 21.578407, 39.106861 21.580979, 39.106096 21.58563, 39.105204 21.588384, 39.104914 21.593483, 39.105085 21.59701, 39.105478 21.597955, 39.109447 21.59751, 39.109747 21.600854, 39.110109 21.601507, 39.110884 21.602341, 39.111289 21.603651, 39.120936 21.606251, 39.121032 21.601831, 39.121282 21.599655, 39.126202 21.58465, 39.126811 21.58157, 39.126704 21.576897, 39.12541 21.55513, 39.125362 21.551698, 39.125758 21.550338, 39.126376 21.549306, 39.128924 21.54671, 39.121172 21.545874, 39.115076 21.545798, 39.114183 21.545369, 39.114349 21.544986, 39.114544 21.544993, 39.114401 21.544909, 39.114097 21.545161, 39.114101 21.545363, 39.113919 21.545296))"
جدة,الشاطئ,Rich,817,"POLYGON ((39.110825 21.663645, 39.111851 21.635872, 39.112134 21.632443, 39.1127 21.630395, 39.120453 21.608302, 39.120936 21.606251, 39.111289 21.603651, 39.110884 21.602341, 39.110109 21.601507, 39.109747 21.600854, 39.109447 21.59751, 39.105465 21.597967, 39.106155 21.600255, 39.106386 21.601455, 39.106181 21.601479, 39.106162 21.601643, 39.106395 21.601504, 39.106278 21.601967, 39.106398 21.601922, 39.106404 21.6028, 39.106258 21.603185, 39.106368 21.603364, 39.106251 21.605202, 39.106066 21.605603, 39.106201 21.605987, 39.10614 21.606927, 39.105236 21.615702, 39.105485 21.617057, 39.105317 21.617329, 39.105524 21.617401, 39.105368 21.618055, 39.1056 21.618449, 39.105109 21.619545, 39.104848 21.621328, 39.104916 21.622652, 39.104671 21.62301, 39.105095 21.623753, 39.104783 21.623983, 39.104673 21.624293, 39.103755 21.624308, 39.103825 21.624806, 39.103566 21.624953, 39.10354 21.625188, 39.103714 21.625398, 39.103632 21.626086, 39.103818 21.626514, 39.102511 21.628491, 39.101979 21.630452, 39.102124 21.631665, 39.102823 21.63267, 39.102935 21.633274, 39.102225 21.63361, 39.101992 21.634021, 39.102006 21.635, 39.102514 21.635659, 39.101597 21.637131, 39.101186 21.638214, 39.10091 21.641776, 39.100548 21.642561, 39.100438 21.643629, 39.100647 21.644852, 39.101544 21.646565, 39.10156 21.647792, 39.101786 21.648099, 39.101461 21.648778, 39.101207 21.64886, 39.100939 21.648542, 39.100667 21.648674, 39.100614 21.64853, 39.10043 21.648597, 39.100685 21.649236, 39.100882 21.649177, 39.100907 21.649337, 39.100414 21.649744, 39.099684 21.651331, 39.099284 21.651374, 39.099417 21.651573, 39.099063 21.653625, 39.098591 21.654771, 39.099162 21.655726, 39.098767 21.655404, 39.098396 21.655528, 39.09828 21.656, 39.098953 21.656368, 39.100276 21.659015, 39.09969 21.658925, 39.098369 21.656413, 39.09832 21.656639, 39.099466 21.659035, 39.099232 21.659144, 39.098127 21.65871, 39.097742 21.658515, 39.097731 21.658299, 39.0975 21.658153, 39.097008 21.658923, 39.096976 21.659151, 39.097207 21.659344, 39.096952 21.659411, 39.096896 21.659218, 39.096521 21.660085, 39.096819 21.659488, 39.097671 21.659594, 39.099329 21.660297, 39.099565 21.660526, 39.101817 21.661263, 39.102501 21.661941, 39.110775 21.664757, 39.110825 21.663645))"
جدة,الحمراء,Poor,850,"POLYGON ((39.176889 21.541397, 39.179427 21.529401, 39.164026 21.523188, 39.165429 21.519844, 39.166515 21.515658, 39.161392 21.513791, 39.160084 21.511632, 39.159695 21.511956, 39.159256 21.512057, 39.159015 21.512338, 39.159111 21.512131, 39.158938 21.51233, 39.158675 21.512165, 39.15839 21.512363, 39.157071 21.511499, 39.158077 21.510067, 39.158339 21.509944, 39.158478 21.509528, 39.158313 21.509422, 39.158114 21.50957, 39.157882 21.508846, 39.157461 21.508894, 39.156837 21.509282, 39.156688 21.509697, 39.156876 21.510143, 39.156678 21.510406, 39.155654 21.509995, 39.15519 21.510097, 39.155066 21.51042, 39.155288 21.510991, 39.155296 21.511568, 39.154106 21.513431, 39.153293 21.515534, 39.153283 21.516525, 39.152585 21.517815, 39.152608 21.518392, 39.152183 21.519022, 39.151304 21.5211, 39.15015 21.521889, 39.149695 21.52236, 39.149676 21.522661, 39.150151 21.523228, 39.150468 21.524329, 39.151068 21.525113, 39.151592 21.525517, 39.15166 21.525756, 39.152665 21.526444, 39.155583 21.528992, 39.156376 21.530176, 39.15798 21.530176, 39.156488 21.530407, 39.157083 21.531137, 39.157211 21.532199, 39.156437 21.533454, 39.156116 21.53373, 39.156137 21.533978, 39.156378 21.533962, 39.156229 21.534397, 39.157119 21.534968, 39.168462 21.539619, 39.16987 21.54037, 39.176802 21.541771, 39.176889 21.541397))"
جدة,الشاطئ,Poor,882,"POLYGON ((39.113919 21.545296, 39.113607 21.545745, 39.113339 21.54491, 39.112874 21.54452, 39.111437 21.544437, 39.111101 21.544694, 39.111141 21.544985, 39.111436 21.545128, 39.1113 21.545869, 39.111639 21.546815, 39.112284 21.547872, 39.112658 21.54793, 39.112532 21.548017, 39.11277 21.548178, 39.11277 21.548822, 39.113596 21.550607, 39.113647 21.551, 39.112966 21.551135, 39.113219 21.552066, 39.113101 21.552955, 39.112975 21.553305, 39.112767 21.553272, 39.112537 21.553598, 39.112705 21.553794, 39.112566 21.553782, 39.112562 21.553947, 39.113224 21.554342, 39.11324 21.554752, 39.112773 21.554821, 39.112484 21.55511, 39.11273 21.555315, 39.113957 21.555229, 39.114067 21.555591, 39.113476 21.555654, 39.112885 21.5564, 39.112473 21.556295, 39.112589 21.555713, 39.112398 21.555688, 39.112147 21.556356, 39.11278 21.556851, 39.112651 21.557604, 39.112171 21.557514, 39.111489 21.557679, 39.110959 21.559191, 39.11045 21.562964, 39.11041 21.563656, 39.110629 21.564133, 39.110525 21.564435, 39.110361 21.564484, 39.110525 21.565072, 39.110495 21.565859, 39.109293 21.569545, 39.10924 21.570168, 39.108746 21.571344, 39.108913 21.572034, 39.108686 21.572989, 39.10891 21.573118, 39.108807 21.573602, 39.109065 21.573923, 39.109219 21.576124, 39.108762 21.57686, 39.108929 21.577552, 39.108613 21.578684, 39.108834 21.578992, 39.108847 21.58029, 39.108299 21.582748, 39.10795 21.585546, 39.107443 21.586713, 39.107244 21.587675, 39.107072 21.58784, 39.106235 21.587764, 39.106374 21.587058, 39.107029 21.585853, 39.107408 21.584583, 39.108253 21.578046, 39.108199 21.577465, 39.107848 21.5775, 39.10771 21.577717, 39.107665 21.578407, 39.106861 21.580979, 39.106096 21.58563, 39.105204 21.588384, 39.104914 21.593483, 39.105085 21.59701, 39.105478 21.597955, 39.109447 21.59751, 39.109747 21.600854, 39.110109 21.601507, 39.110884 21.602341, 39.111289 21.603651, 39.120936 21.606251, 39.121032 21.601831, 39.121282 21.599655, 39.126202 21.58465, 39.126811 21.58157, 39.126704 21.576897, 39.12541 21.55513, 39.125362 21.551698, 39.125758 21.550338, 39.126376 21.549306, 39.128924 21.54671, 39.121172 21.545874, 39.115076 21.545798, 39.114183 21.545369, 39.114349 21.544986, 39.114544 21.544993, 39.114401 21.544909, 39.114097 21.545161, 39.114101 21.545363, 39.113919 21.545296))"
جدة,الشاطئ,Poor,882,"POLYGON ((39.110825 21.663645, 39.111851 21.635872, 39.112134 21.632443, 39.1127 21.630395, 39.120453 21.608302, 39.120936 21.606251, 39.111289 21.603651, 39.110884 21.602341, 39.110109 21.601507, 39.109747 21.600854, 39.109447 21.59751, 39.105465 21.597967, 39.106155 21.600255, 39.106386 21.601455, 39.106181 21.601479, 39.106162 21.601643, 39.106395 21.601504, 39.106278 21.601967, 39.106398 21.601922, 39.106404 21.6028, 39.106258 21.603185, 39.106368 21.603364, 39.106251 21.605202, 39.106066 21.605603, 39.106201 21.605987, 39.10614 21.606927, 39.105236 21.615702, 39.105485 21.617057, 39.105317 21.617329, 39.105524 21.617401, 39.105368 21.618055, 39.1056 21.618449, 39.105109 21.619545, 39.104848 21.621328, 39.104916 21.622652, 39.104671 21.62301, 39.105095 21.623753, 39.104783 21.623983, 39.104673 21.624293, 39.103755 21.624308, 39.103825 21.624806, 39.103566 21.624953, 39.10354 21.625188, 39.103714 21.625398, 39.103632 21.626086, 39.103818 21.626514, 39.102511 21.628491, 39.101979 21.630452, 39.102124 21.631665, 39.102823 21.63267, 39.102935 21.633274, 39.102225 21.63361, 39.101992 21.634021, 39.102006 21.635, 39.102514 21.635659, 39.101597 21.637131, 39.101186 21.638214, 39.10091 21.641776, 39.100548 21.642561, 39.100438 21.643629, 39.100647 21.644852, 39.101544 21.646565, 39.10156 21.647792, 39.101786 21.648099, 39.101461 21.648778, 39.101207 21.64886, 39.100939 21.648542, 39.100667 21.648674, 39.100614 21.64853, 39.10043 21.648597, 39.100685 21.649236, 39.100882 21.649177, 39.100907 21.649337, 39.100414 21.649744, 39.099684 21.651331, 39.099284 21.651374, 39.099417 21.651573, 39.099063 21.653625, 39.098591 21.654771, 39.099162 21.655726, 39.098767 21.655404, 39.098396 21.655528, 39.09828 21.656, 39.098953 21.656368, 39.100276 21.659015, 39.09969 21.658925, 39.098369 21.656413, 39.09832 21.656639, 39.099466 21.659035, 39.099232 21.659144, 39.098127 21.65871, 39.097742 21.658515, 39.097731 21.658299, 39.0975 21.658153, 39.097008 21.658923, 39.096976 21.659151, 39.097207 21.659344, 39.096952 21.659411, 39.096896 21.659218, 39.096521 21.660085, 39.096819 21.659488, 39.097671 21.659594, 39.099329 21.660297, 39.099565 21.660526, 39.101817 21.661263, 39.102501 21.661941, 39.110775 21.664757, 39.110825 21.663645))"
ضبا,النجيل,Middle,2215,"POLYGON ((35.587949 27.681109, 35.589576 27.680824, 35.589755 27.679774, 35.589055 27.679268, 35.586714 27.678646, 35.586628 27.678911, 35.587185 27.67961, 35.588391 27.679803, 35.587849 27.680738, 35.587949 27.681109))"
جدة,الشاطئ,Middle,801,"POLYGON ((39.113919 21.545296, 39.113607 21.545745, 39.113339 21.54491, 39.112874 21.54452, 39.111437 21.544437, 39.111101 21.544694, 39.111141 21.544985, 39.111436 21.545128, 39.1113 21.545869, 39.111639 21.546815, 39.112284 21.547872, 39.112658 21.54793, 39.112532 21.548017, 39.11277 21.548178, 39.11277 21.548822, 39.113596 21.550607, 39.113647 21.551, 39.112966 21.551135, 39.113219 21.552066, 39.113101 21.552955, 39.112975 21.553305, 39.112767 21.553272, 39.112537 21.553598, 39.112705 21.553794, 39.112566 21.553782, 39.112562 21.553947, 39.113224 21.554342, 39.11324 21.554752, 39.112773 21.554821, 39.112484 21.55511, 39.11273 21.555315, 39.113957 21.555229, 39.114067 21.555591, 39.113476 21.555654, 39.112885 21.5564, 39.112473 21.556295, 39.112589 21.555713, 39.112398 21.555688, 39.112147 21.556356, 39.11278 21.556851, 39.112651 21.557604, 39.112171 21.557514, 39.111489 21.557679, 39.110959 21.559191, 39.11045 21.562964, 39.11041 21.563656, 39.110629 21.564133, 39.110525 21.564435, 39.110361 21.564484, 39.110525 21.565072, 39.110495 21.565859, 39.109293 21.569545, 39.10924 21.570168, 39.108746 21.571344, 39.108913 21.572034, 39.108686 21.572989, 39.10891 21.573118, 39.108807 21.573602, 39.109065 21.573923, 39.109219 21.576124, 39.108762 21.57686, 39.108929 21.577552, 39.108613 21.578684, 39.108834 21.578992, 39.108847 21.58029, 39.108299 21.582748, 39.10795 21.585546, 39.107443 21.586713, 39.107244 21.587675, 39.107072 21.58784, 39.106235 21.587764, 39.106374 21.587058, 39.107029 21.585853, 39.107408 21.584583, 39.108253 21.578046, 39.108199 21.577465, 39.107848 21.5775, 39.10771 21.577717, 39.107665 21.578407, 39.106861 21.580979, 39.106096 21.58563, 39.105204 21.588384, 39.104914 21.593483, 39.105085 21.59701, 39.105478 21.597955, 39.109447 21.59751, 39.109747 21.600854, 39.110109 21.601507, 39.110884 21.602341, 39.111289 21.603651, 39.120936 21.606251, 39.121032 21.601831, 39.121282 21.599655, 39.126202 21.58465, 39.126811 21.58157, 39.126704 21.576897, 39.12541 21.55513, 39.125362 21.551698, 39.125758 21.550338, 39.126376 21.549306, 39.128924 21.54671, 39.121172 21.545874, 39.115076 21.545798, 39.114183 21.545369, 39.114349 21.544986, 39.114544 21.544993, 39.114401 21.544909, 39.114097 21.545161, 39.114101 21.545363, 39.113919 21.545296))"
جدة,الشاطئ,Middle,801,"POLYGON ((39.110825 21.663645, 39.111851 21.635872, 39.112134 21.632443, 39.1127 21.630395, 39.120453 21.608302, 39.120936 21.606251, 39.111289 21.603651, 39.110884 21.602341, 39.110109 21.601507, 39.109747 21.600854, 39.109447 21.59751, 39.105465 21.597967, 39.106155 21.600255, 39.106386 21.601455, 39.106181 21.601479, 39.106162 21.601643, 39.106395 21.601504, 39.106278 21.601967, 39.106398 21.601922, 39.106404 21.6028, 39.106258 21.603185, 39.106368 21.603364, 39.106251 21.605202, 39.106066 21.605603, 39.106201 21.605987, 39.10614 21.606927, 39.105236 21.615702, 39.105485 21.617057, 39.105317 21.617329, 39.105524 21.617401, 39.105368 21.618055, 39.1056 21.618449, 39.105109 21.619545, 39.104848 21.621328, 39.104916 21.622652, 39.104671 21.62301, 39.105095 21.623753, 39.104783 21.623983, 39.104673 21.624293, 39.103755 21.624308, 39.103825 21.624806, 39.103566 21.624953, 39.10354 21.625188, 39.103714 21.625398, 39.103632 21.626086, 39.103818 21.626514, 39.102511 21.628491, 39.101979 21.630452, 39.102124 21.631665, 39.102823 21.63267, 39.102935 21.633274, 39.102225 21.63361, 39.101992 21.634021, 39.102006 21.635, 39.102514 21.635659, 39.101597 21.637131, 39.101186 21.638214, 39.10091 21.641776, 39.100548 21.642561, 39.100438 21.643629, 39.100647 21.644852, 39.101544 21.646565, 39.10156 21.647792, 39.101786 21.648099, 39.101461 21.648778, 39.101207 21.64886, 39.100939 21.648542, 39.100667 21.648674, 39.100614 21.64853, 39.10043 21.648597, 39.100685 21.649236, 39.100882 21.649177, 39.100907 21.649337, 39.100414 21.649744, 39.099684 21.651331, 39.099284 21.651374, 39.099417 21.651573, 39.099063 21.653625, 39.098591 21.654771, 39.099162 21.655726, 39.098767 21.655404, 39.098396 21.655528, 39.09828 21.656, 39.098953 21.656368, 39.100276 21.659015, 39.09969 21.658925, 39.098369 21.656413, 39.09832 21.656639, 39.099466 21.659035, 39.099232 21.659144, 39.098127 21.65871, 39.097742 21.658515, 39.097731 21.658299, 39.0975 21.658153, 39.097008 21.658923, 39.096976 21.659151, 39.097207 21.659344, 39.096952 21.659411, 39.096896 21.659218, 39.096521 21.660085, 39.096819 21.659488, 39.097671 21.659594, 39.099329 21.660297, 39.099565 21.660526, 39.101817 21.661263, 39.102501 21.661941, 39.110775 21.664757, 39.110825 21.663645))"
الرياض,الملز,Upper Middle,422,"POLYGON ((46.746671 24.669923, 46.74843 24.665816, 46.754549 24.65414, 46.752707 24.653544, 46.740374 24.65297, 46.738783 24.652666, 46.73736 24.65195, 46.734175 24.649539, 46.733235 24.646903, 46.716153 24.651219, 46.717533 24.658049, 46.718211 24.667003, 46.727527 24.666434, 46.72806 24.666512, 46.729064 24.667076, 46.728169 24.66839, 46.727811 24.668646, 46.72774 24.66968, 46.728329 24.670491, 46.726463 24.678841, 46.739362 24.681116, 46.740882 24.681773, 46.742679 24.679684, 46.746671 24.669923))"
جدة,الشاطئ,Upper Middle,803,"POLYGON ((39.113919 21.545296, 39.113607 21.545745, 39.113339 21.54491, 39.112874 21.54452, 39.111437 21.544437, 39.111101 21.544694, 39.111141 21.544985, 39.111436 21.545128, 39.1113 21.545869, 39.111639 21.546815, 39.112284 21.547872, 39.112658 21.54793, 39.112532 21.548017, 39.11277 21.548178, 39.11277 21.548822, 39.113596 21.550607, 39.113647 21.551, 39.112966 21.551135, 39.113219 21.552066, 39.113101 21.552955, 39.112975 21.553305, 39.112767 21.553272, 39.112537 21.553598, 39.112705 21.553794, 39.112566 21.553782, 39.112562 21.553947, 39.113224 21.554342, 39.11324 21.554752, 39.112773 21.554821, 39.112484 21.55511, 39.11273 21.555315, 39.113957 21.555229, 39.114067 21.555591, 39.113476 21.555654, 39.112885 21.5564, 39.112473 21.556295, 39.112589 21.555713, 39.112398 21.555688, 39.112147 21.556356, 39.11278 21.556851, 39.112651 21.557604, 39.112171 21.557514, 39.111489 21.557679, 39.110959 21.559191, 39.11045 21.562964, 39.11041 21.563656, 39.110629 21.564133, 39.110525 21.564435, 39.110361 21.564484, 39.110525 21.565072, 39.110495 21.565859, 39.109293 21.569545, 39.10924 21.570168, 39.108746 21.571344, 39.108913 21.572034, 39.108686 21.572989, 39.10891 21.573118, 39.108807 21.573602, 39.109065 21.573923, 39.109219 21.576124, 39.108762 21.57686, 39.108929 21.577552, 39.108613 21.578684, 39.108834 21.578992, 39.108847 21.58029, 39.108299 21.582748, 39.10795 21.585546, 39.107443 21.586713, 39.107244 21.587675, 39.107072 21.58784, 39.106235 21.587764, 39.106374 21.587058, 39.107029 21.585853, 39.107408 21.584583, 39.108253 21.578046, 39.108199 21.577465, 39.107848 21.5775, 39.10771 21.577717, 39.107665 21.578407, 39.106861 21.580979, 39.106096 21.58563, 39.105204 21.588384, 39.104914 21.593483, 39.105085 21.59701, 39.105478 21.597955, 39.109447 21.59751, 39.109747 21.600854, 39.110109 21.601507, 39.110884 21.602341, 39.111289 21.603651, 39.120936 21.606251, 39.121032 21.601831, 39.121282 21.599655, 39.126202 21.58465, 39.126811 21.58157, 39.126704 21.576897, 39.12541 21.55513, 39.125362 21.551698, 39.125758 21.550338, 39.126376 21.549306, 39.128924 21.54671, 39.121172 21.545874, 39.115076 21.545798, 39.114183 21.545369, 39.114349 21.544986, 39.114544 21.544993, 39.114401 21.544909, 39.114097 21.545161, 39.114101 21.545363, 39.113919 21.545296))"
